movie_title,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,facenumber_in_poster,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,num_voted_users
Krampusæ,98,66,562,3000,0,15000000,2015,658,6.2,2.35,27000,29867
The Facultyæ,104,0,1000,4000,1,15000000,1998,4000,6.4,1.85,0,92074
What's Love Got to Do with Itæ,118,13,2,90,0,,1993,22,7.2,1.85,0,13442
Cop Landæ,120,446,1000,22000,3,10000000,1997,13000,6.9,1.85,2000,69576
Not Another Teen Movieæ,99,11,971,11000,0,16000000,2001,983,5.7,1.85,0,80305
End of Watchæ,109,453,953,15000,2,7000000,2012,10000,7.7,1.85,38000,181025
Alohaæ,105,488,13000,15000,1,37000000,2015,14000,5.4,1.85,11000,39782
The Skullsæ,106,357,883,23000,0,15000000,2000,1000,5.6,1.85,0,26846
The Theory of Everythingæ,123,120,149,13000,0,15000000,2014,876,7.7,2.35,90000,265507
Malibu's Most Wantedæ,86,14,685,833,3,16000000,2003,807,5.1,2.35,0,15939
Where the Heart Isæ,120,18,944,20000,2,15000000,2000,1000,6.8,1.85,0,27044
Lawrence of Arabiaæ,227,767,87,607,8,15000000,1962,202,8.4,2.2,11000,192775
Halloween IIæ,119,0,593,908,0,15000000,2009,764,4.9,1.85,3000,36372
Wildæ,115,212,612,2000,1,15000000,2014,820,7.1,2.35,38000,86664
The Last House on the Leftæ,114,29,616,956,0,15000000,2009,878,6.6,1.85,0,67822
The Wedding Dateæ,90,6,458,1000,0,15000000,2005,650,6.1,1.85,0,38248
Halloween: Resurrectionæ,94,28,731,2000,5,15000000,2002,864,4.1,2.35,0,26905
Clash of the Titansæ,106,255,850,14000,0,125000000,2010,1000,5.8,2.35,15000,229687
The Princess Brideæ,98,0,594,18000,0,16000000,1987,636,8.1,1.85,33000,294163
The Great Debatersæ,126,18000,697,18000,1,15000000,2007,2000,7.6,2.35,0,47626
Driveæ,100,0,228,33000,0,15000000,2011,745,7.8,2.35,81000,431578
Confessions of a Teenage Drama Queenæ,89,10,231,811,8,15000000,2004,636,4.6,1.85,810,23408
The Object of My Affectionæ,111,13,106,818,0,15000000,1998,511,6,1.85,849,15582
28 Weeks Lateræ,100,35,306,10000,1,15000000,2007,1000,7,1.85,0,212167
When the Game Stands Tallæ,115,49,100,116,0,15000000,2014,110,6.7,1.85,0,12596
Because of Winn-Dixieæ,106,61,649,907,5,14000000,2005,807,6.4,1.85,1000,8427
Love & Basketballæ,124,107,865,1000,0,15000000,2000,886,7.2,1.85,0,14322
Grosse Pointe Blankæ,107,5,141,893,1,15000000,1997,822,7.4,1.85,0,73347
All About Steveæ,99,3,628,14000,3,15000000,2009,982,4.8,1.85,0,33088
Book of Shadows: Blair Witch 2æ,90,31,162,193,0,15000000,2000,184,4,1.85,949,28964
The Craftæ,101,26,266,838,0,15000000,1996,328,6.2,1.85,6000,57140
Match Pointæ,119,11000,400,19000,3,15000000,2005,567,7.7,1.85,0,166269
Ramona and Beezusæ,103,20,125,512,2,15000000,2010,316,6.7,2.35,0,13874
The Remains of the Dayæ,134,133,258,12000,1,11500000,1993,310,7.9,2.35,0,45703
Boogie Nightsæ,155,0,170,3000,15,15000000,1997,360,7.9,2.35,0,189032
Nowhere to Runæ,94,11,232,1000,0,15000000,1993,605,5.5,1.85,466,17074
Flickaæ,95,15,461,1000,0,15000000,2006,786,6.2,2.35,1000,6095
The Hills Have Eyes IIæ,89,7,399,919,0,15000000,2007,557,5.1,2.35,0,49721
Urban Legends: Final Cutæ,97,83,579,912,2,14000000,2000,786,4.1,2.35,243,13048
Tuck Everlastingæ,90,13,613,882,2,15000000,2002,874,6.7,2.35,0,17983
The Marineæ,92,8,129,472,1,20000000,2006,239,4.7,1.85,0,27486
Keanuæ,100,10,415,826,2,15000000,2016,622,6.4,2.35,0,15385
Country Strongæ,117,19,461,3000,4,15000000,2010,646,6.3,2.35,0,14814
Disturbing Behavioræ,84,119,918,989,3,15000000,1998,982,5.5,1.85,673,17328
The Place Beyond the Pinesæ,140,310,619,33000,3,15000000,2012,748,7.3,2.35,47000,187170
The November Manæ,108,79,537,775,2,15000000,2014,614,6.3,2.35,0,50056
Eye of the Beholderæ,109,11,159,471,1,15000000,1999,308,4.9,2.35,327,13320
The Hurt Lockeræ,131,0,383,10000,0,15000000,2008,602,7.6,1.85,16000,332065
Firestarteræ,114,73,563,695,1,15000000,1984,654,6,2.35,0,22797
Killing Them Softlyæ,97,181,748,11000,1,15000000,2012,820,6.2,2.35,20000,111625
A Most Wanted Manæ,122,210,123,22000,3,15000000,2014,164,6.8,2.35,13000,57210
Freddy Got Fingeredæ,87,374,484,826,1,15000000,2001,503,4.5,1.85,0,39788
The Pirates Who Don't Do Anything: A VeggieTales Movieæ,85,12,23,354,0,15000000,2008,173,5.7,1.85,175,2037
U2 3Dæ,85,0,44,468,0,,2007,67,8.4,1.78,116,2673
Highlander: Endgameæ,101,36,377,1000,1,15000000,2000,786,4.6,2.35,356,16340
Idlewildæ,121,16,526,907,4,15000000,2006,585,6.2,2.35,489,4603
One Dayæ,107,92,358,11000,0,15000000,2011,5000,7,2.35,49000,106111
Whip Itæ,111,0,727,796,1,15000000,2009,787,6.9,2.35,10000,55665
Knockaround Guysæ,92,34,366,14000,1,,2001,442,6.1,2.35,566,19768
Confidenceæ,97,164,308,436,3,15000000,2003,324,6.7,2.35,622,30643
The Museæ,97,745,745,12000,2,15000000,1999,821,5.6,1.37,251,9294
De-Lovelyæ,125,34,65,427,7,20000000,2004,66,6.6,2.35,1000,9649
New York Storiesæ,124,11000,563,11000,0,15000000,1989,860,6.4,1.85,877,13692
Barney's Great Adventureæ,76,9,47,595,0,15000000,1998,417,2.8,1.85,436,2724
The Man with the Iron Fistsæ,107,561,353,746,3,15000000,2012,561,5.4,2.35,29000,53471
Home Friesæ,91,23,629,925,2,15000000,1998,660,5,1.85,247,7159
Here on Earthæ,96,4,670,989,1,15000000,2000,841,5.1,1.85,648,7403
Brazilæ,142,0,1000,22000,0,15000000,1985,5000,8,1.85,16000,152306
Raise Your Voiceæ,103,80,782,1000,0,15000000,2004,872,5.9,2.35,1000,22649
The Dead Zoneæ            ,60,,186,443,1,,,319,7.5,,576,7122
The Big Lebowskiæ,117,0,12000,22000,1,15000000,1998,12000,8.2,1.85,35000,537419
Black Snake Moanæ,116,153,539,3000,0,15000000,2006,788,7,2.35,0,52421
Dark Blueæ,118,41,274,556,1,15000000,2002,463,6.6,2.35,455,17261
A Mighty Heartæ,108,187,254,11000,0,16000000,2007,883,6.7,2.35,923,24150
Whatever It Takesæ,94,9,612,11000,4,15000000,2000,897,5.5,1.85,816,8055
Boat Tripæ,97,2,461,890,4,20000000,2002,852,4.9,1.85,1000,26598
The Importance of Being Earnestæ,97,32,692,14000,5,15000000,2002,1000,6.9,2.35,0,18966
The Love Letteræ,99,45,224,1000,1,,1998,393,7.4,1.33,515,1465
Hootæ,91,6,596,8000,0,15000000,2006,625,5.6,1.85,647,6562
In Brugesæ,107,454,39,65,1,15000000,2008,49,8,2.35,32000,307639
Peeplesæ,95,24,426,931,6,15000000,2013,539,5.3,2.35,0,4065
The Rockeræ,102,11,1000,15000,4,15000000,2008,14000,6.2,1.85,0,32311
Post Gradæ,88,96,360,24000,1,15000000,2009,971,5.3,1.85,0,11498
Promised Landæ,106,835,363,13000,1,15000000,2012,826,6.6,1.85,10000,30284
Whatever Worksæ,92,11000,386,860,1,15000000,2009,658,7.2,1.85,10000,58967
The In Crowdæ,105,52,275,477,4,15000000,2000,397,4.6,1.85,157,3668
Three Burialsæ,107,0,289,572,2,15000000,2005,324,7.5,2.35,0,34194
Jakob the Liaræ,120,0,693,49000,2,15000000,1999,1000,6.5,1.85,0,12601
Kiss Kiss Bang Bangæ,103,1000,611,21000,2,15000000,2005,1000,7.6,2.35,0,175962
Idle Handsæ,92,6,577,890,0,20000000,1999,729,6.2,1.85,0,33745
Mulholland Driveæ,147,0,669,6000,1,15000000,2001,889,8,1.85,16000,235992
Blood and Chocolateæ,98,18,220,837,0,,2007,400,5.5,2.35,0,15388
You Will Meet a Tall Dark Strangeræ,98,11000,557,12000,0,22000000,2010,6000,6.3,1.85,0,36145
Never Let Me Goæ,103,132,844,10000,0,15000000,2010,882,7.2,2.35,33000,109873
The Companyæ            ,286,,527,857,3,,,555,7.9,1.78,733,3828
Transsiberianæ,111,122,25,918,0,15000000,2008,278,6.7,2.35,0,42792
The Clan of the Cave Bearæ,98,70,90,876,0,15000000,1986,324,5.3,2.35,843,4996
Crazy in Alabamaæ,111,0,617,783,0,15000000,1999,664,6.3,2.35,391,5917
Funny Gamesæ,111,0,287,6000,0,15000000,2007,294,6.5,1.85,0,69569
Listeningæ,100,5,46,192,0,,2014,134,5.6,2.35,708,1933
Felicia's Journeyæ,116,460,71,5000,0,,1999,203,7,2.35,284,6690
Metropolisæ,145,756,18,136,1,6000000,1927,23,8.3,1.33,12000,111841
District B13æ,84,180,58,510,2,12000000,2004,297,7.2,2.35,0,55928
Things to Do in Denver When You're Deadæ,115,39,642,12000,2,7000000,1995,970,6.8,1.85,0,22345
The Assassinæ,105,141,56,1000,1,15000000,2015,103,6.4,1.37,0,9427
Buffalo Soldiersæ,98,34,730,936,1,15000000,2001,826,6.9,2.35,664,20730
The Returnæ,99,445,9,20,0,,2003,13,8,1.85,0,31589
Ong-bak 2æ,110,0,7,64,0,300000000,2008,45,6.2,2.35,0,24570
Centurionæ,97,197,570,13000,0,,2010,794,6.4,2.35,0,64777
Silent Triggeræ,88,85,40,825,0,9000000,1996,476,5.6,2.35,154,2699
The Midnight Meat Trainæ,103,129,1000,14000,0,15000000,2008,1000,6.1,2.35,0,47574
Winnie Mandelaæ,104,36,2,549,2,15000000,2011,248,6,,705,609
The Son of No Oneæ,90,68,642,17000,5,15000000,2011,14000,5.1,2.35,0,14280
All the Queen's Menæ,105,24,125,776,1,25000000,2001,595,4.5,2.35,193,2236
The Good Nightæ,93,17,66,1000,1,15000000,2007,165,5.9,1.85,445,7519
Bathory: Countess of Bloodæ,141,15,576,735,1,,2008,627,6,2.35,0,3425
Khumbaæ,85,0,912,14000,0,20000000,2013,12000,5.8,,0,4006
Automataæ,109,19,537,1000,0,7000000,2014,889,6.1,2.35,13000,41638
Dungeons & Dragons: Wrath of the Dragon Godæ,105,93,51,179,0,15000000,2005,55,4.9,1.78,473,5018
Chiamatemi Francesco - Il Papa della genteæ,98,6,50,61,0,15000000,2015,57,5.7,,18,80
Shinjuku Incidentæ,119,3,19,556,4,15000000,2009,353,7.1,2.35,821,9177
Pandaemoniumæ,124,67,303,631,1,15000000,2000,452,6.6,,277,695
Groundhog Dayæ,101,11000,512,13000,1,14600000,1993,571,8.1,1.85,38000,437418
Magic Mike XXLæ,115,13,642,20000,3,14800000,2015,17000,5.7,2.35,41000,38202
Romeo + Julietæ,120,1000,954,29000,2,14500000,1996,1000,6.8,2.35,10000,167750
Sarah's Keyæ,111,15,121,1000,2,10000000,2010,767,7.5,2.35,0,12937
Freedomæ,94,5,124,467,2,14500000,2014,220,6.2,,998,993
Unforgivenæ,131,16000,638,16000,1,14400000,1992,11000,8.3,2.35,10000,277505
Manderlayæ,139,3000,236,3000,1,14200000,2005,769,7.4,2.35,1000,18646
Slumdog Millionaireæ,120,0,40,668,0,15000000,2008,56,8,2.35,13000,641997
Fatal Attractionæ,119,213,249,886,0,14000000,1987,276,6.9,1.85,3000,55101
Pretty Womanæ,125,0,700,8000,2,14000000,1990,995,6.9,1.85,11000,213476
Towering Infernoæ            ,65,0,176,770,2,,,179,9.5,1.33,0,10
Crocodile Dundee IIæ,108,5,57,442,1,15800000,1988,162,5.5,2.35,489,44096
Broken Horsesæ,101,34,277,892,0,15000000,2015,355,5.7,2.35,0,1554
Born on the Fourth of Julyæ,145,0,560,10000,0,14000000,1989,854,7.2,2.35,4000,76842
Cool Runningsæ,98,226,496,953,1,15000000,1993,730,6.9,1.85,0,69733
My Bloody Valentineæ,101,71,725,10000,0,15000000,2009,960,5.5,1.85,0,45603
The Possessionæ,92,30,309,941,0,14000000,2012,459,5.9,2.35,17000,47169
First Bloodæ,93,270,535,13000,1,14000000,1982,954,7.7,2.35,0,172493
Stomp the Yardæ,109,41,748,997,0,14000000,2007,826,5.2,2.35,0,19505
The Spy Who Loved Meæ,123,43,238,456,2,14000000,1977,244,7.1,2.35,0,76477
Ghost Huntersæ            ,60,,84,155,0,,,130,6.6,,373,5563
Urban Legendæ,99,9,648,975,4,14000000,1998,912,5.5,2.35,0,47814
Dangerous Liaisonsæ,119,350,418,18000,2,14000000,1988,17000,7.7,1.85,0,52846
Good Deedsæ,110,0,490,849,1,,2012,597,5.4,2.35,0,6352
White Fangæ,107,116,25,327,1,14000000,1991,172,6.7,1.85,0,15730
Superstaræ,81,54,636,8000,1,14000000,1999,670,5,1.85,2000,15047
The Iron Ladyæ,105,58,583,11000,1,13000000,2011,1000,6.4,2.35,18000,82327
Jonah: A VeggieTales Movieæ,82,12,8,23,0,14000000,2002,12,6.6,1.85,184,3135
Poetic Justiceæ,109,309,279,592,0,14000000,1993,556,5.9,1.85,0,8904
All About the Benjaminsæ,95,10,111,706,2,14000000,2002,266,5.7,2.35,530,9693
Vampire in Brooklynæ,100,0,364,723,1,20000000,1995,422,4.5,1.85,1000,17262
Exorcist II: The Hereticæ,118,128,467,931,7,14000000,1977,726,3.7,1.85,889,16294
An American Hauntingæ,91,31,50,874,0,14000000,2005,613,5,2.35,0,22207
My Boss's Daughteræ,90,119,636,869,2,14000000,2003,779,4.6,1.85,411,24038
A Perfect Getawayæ,108,123,690,26000,4,14000000,2009,14000,6.5,2.35,4000,56338
Our Family Weddingæ,103,44,625,953,2,14000000,2010,849,4.9,2.35,1000,5721
Dead Man on Campusæ,96,0,654,3000,0,14000000,1998,2000,6,1.85,645,11729
Tea with Mussoliniæ,117,160,55,718,6,12000000,1999,330,6.9,1.85,970,9323
Thinneræ,93,85,514,1000,0,8500000,1996,855,5.7,1.85,0,19805
"New York, New Yorkæ",136,17000,213,22000,0,14000000,1977,740,6.7,1.66,932,13548
Crooklynæ,115,0,534,1000,0,14000000,1994,848,6.9,1.85,905,6011
I Think I Love My Wifeæ,94,0,458,12000,3,,2007,490,5.5,1.85,488,13866
Jason Xæ,85,52,489,1000,1,11000000,2001,935,4.4,1.85,0,38985
Big Fat Liaræ,88,189,799,934,1,15000000,2002,927,5.4,1.85,896,29008
Bobbyæ,112,0,383,12000,0,14000000,2006,593,7,2.35,0,38142
Head Over Heelsæ,86,70,169,878,5,14000000,2001,834,5.4,2.35,613,11693
Fun Sizeæ,86,90,635,962,1,14000000,2012,925,5.4,2.35,0,11233
The Diving Bell and the Butterflyæ,112,232,177,413,1,,2007,412,8,1.85,13000,89906
Little Childrenæ,137,143,280,14000,0,26000000,2006,617,7.6,2.35,5000,92781
Gossipæ,90,49,191,12000,5,24000000,2000,215,5.9,2.35,853,12519
A Walk on the Moonæ,107,956,113,10000,1,14000000,1999,233,6.6,1.85,860,6782
Catch a Fireæ,98,176,15,543,3,14000000,2006,113,6.7,2.35,447,9334
Soul Survivorsæ,84,12,102,159,4,14000000,2001,102,3.9,1.85,231,7277
Jefferson in Parisæ,139,133,5,423,1,14000000,1995,15,5.7,1.85,127,2427
Easy Virtueæ,97,11,548,14000,4,,2008,1000,6.7,2.35,2000,16444
Caravansæ,127,109,324,16000,0,14000000,1978,469,6.5,2.35,76,524
Mr. Turneræ,150,608,43,149,0,8200000,2014,44,6.8,2.35,0,17933
Wild Grassæ,104,752,59,412,0,,2009,74,6.3,2.35,512,3174
Amen.æ,132,333,284,380,2,103000000,2002,326,7.3,1.85,0,11077
Reign of Assassinsæ,117,2,21,149,2,12000000,2010,32,6.9,2.35,1000,6069
The Lucky Onesæ,115,168,322,697,0,15000000,2008,329,7,1.85,702,11704
Margaretæ,186,50,338,13000,1,14000000,2011,1000,6.5,1.85,0,12053
Stan Helsingæ,90,10,378,826,7,,2009,521,3.6,1.85,934,9928
Flippedæ,90,0,767,1000,0,14000000,2010,872,7.7,1.85,14000,60460
Brokeback Mountainæ,134,0,11000,15000,0,14000000,2005,13000,7.7,1.85,13000,259837
Teenage Mutant Ninja Turtlesæ,101,473,429,833,0,125000000,2014,809,5.9,2.35,62000,167089
Cluelessæ,97,143,201,927,1,12000000,1995,281,6.8,1.85,0,123390
Far from Heavenæ,107,162,135,2000,2,13500000,2002,258,7.4,1.85,0,36542
Hot Tub Time Machine 2æ,99,38,390,3000,4,14000000,2015,837,5.1,1.85,0,28159
Dekalogæ            ,55,,2,20,0,,,3,9.1,1.33,0,12590
Quillsæ,124,133,170,14000,1,13500000,2000,230,7.4,1.85,0,44795
Seven Psychopathsæ,110,454,816,2000,7,15000000,2012,906,7.2,2.35,52000,185845
The Caveman's Valentineæ,105,148,400,539,0,,2001,508,6,1.85,329,5602
The Borderæ            ,41,,2,70,4,,,2,7.4,,64,271
Downfallæ,178,101,471,918,0,13500000,2004,653,8.3,1.85,14000,248354
The Sea Insideæ,125,448,93,273,1,10000000,2004,114,8.1,2.35,0,64556
Under the Skinæ,108,143,21,19000,0,,2013,50,6.3,1.85,29000,85022
"Good Morning, Vietnamæ",121,272,227,49000,1,13000000,1987,263,7.3,1.85,0,98348
The Last Godfatheræ,100,26,385,898,5,13400000,2010,391,3.6,1.78,502,912
Justin Bieber: Never Say Neveræ,115,209,41,569,1,13000000,2011,69,1.6,1.85,62000,74351
Black Swanæ,108,0,1000,20000,1,13000000,2010,15000,8,2.35,106000,551363
RoboCopæ,117,294,1000,10000,0,100000000,2014,2000,6.2,2.35,60000,182910
The Godfather: Part IIæ,220,0,3000,22000,1,13000000,1974,14000,9,1.85,14000,790926
Save the Last Danceæ,112,49,237,656,0,13000000,2001,363,6.1,1.85,0,47876
A Nightmare on Elm Street 4: The Dream Masteræ,99,212,54,130,0,7000000,1988,125,5.7,1.85,0,36108
Miracles from Heavenæ,109,36,579,3000,0,13000000,2016,3000,6.8,1.85,16000,6276
"Dude, Where's My Car?æ",83,8,612,3000,2,13000000,2000,934,5.5,1.37,0,116625
Young Gunsæ,107,58,316,549,5,13000000,1988,439,6.8,1.85,0,42614
St. Vincentæ,102,51,360,13000,3,13000000,2014,6000,7.3,1.85,33000,72803
About Last Nightæ,100,38,460,833,4,12500000,2014,807,6.1,2.35,0,16979
10 Things I Hate About Youæ,97,19,835,23000,6,16000000,1999,13000,7.2,1.85,10000,222099
The New Guyæ,92,13,301,11000,1,13000000,2002,489,5.9,1.85,1000,28805
Loaded Weapon 1æ,84,0,182,11000,2,8200000,1993,852,6.1,1.85,0,37611
The Shallowsæ,86,174,2,619,0,17000000,2016,350,6.8,2.35,0,12983
The Butterfly Effectæ,120,19,829,8000,0,13000000,2004,902,7.7,1.85,15000,357579
Snow Dayæ,89,13,329,571,1,13000000,2000,442,4.9,1.85,0,9285
This Christmasæ,117,17,912,1000,9,13000000,2007,997,6.1,2.35,0,6528
Baby Geniusesæ,97,84,782,899,2,18000000,1999,842,2.5,1.85,0,19547
The Big Hitæ,91,6,459,904,5,13000000,1998,471,6.1,1.85,934,24834
Harriet the Spyæ,100,15,388,694,1,13000000,1996,558,5.9,1.85,833,7984
Child's Play 2æ,72,5,435,659,0,13000000,1990,628,5.7,1.85,0,31371
No Good Deedæ,84,12,334,1000,2,13200000,2014,345,5.6,2.35,0,12676
The Mistæ,126,0,745,2000,0,18000000,2007,850,7.2,1.85,20000,220475
Ex Machinaæ,108,232,123,149,0,15000000,2015,145,7.7,2.35,109000,289508
Being John Malkovichæ,112,0,213,512,2,13000000,1999,216,7.8,1.85,0,254404
Two Can Play That Gameæ,90,7,405,939,2,6000000,2001,890,6.1,1.85,593,4339
Earth to Echoæ,91,13,140,803,0,13000000,2014,587,5.8,1.85,0,15664
Crazy/Beautifulæ,135,134,525,4000,2,14000000,2001,1000,6.5,1.85,0,21406
Letters from Iwo Jimaæ,141,16000,78,378,0,19000000,2006,85,7.9,2.35,5000,132149
The Astronaut Farmeræ,104,35,844,24000,0,13000000,2006,912,6.3,2.35,862,19707
Wooæ,84,18,744,1000,0,13000000,1998,851,3.8,,204,1520
Roomæ,118,412,491,805,0,13000000,2015,681,8.3,2.35,72000,161288
Dirty Workæ,82,799,294,721,0,13000000,1998,359,6.4,1.85,679,20033
Serial Momæ,95,0,650,899,4,13000000,1994,849,6.7,1.66,3000,21212
Dickæ,94,26,4000,16000,2,13000000,1999,8000,6.1,1.85,0,16059
Del 1 - M_n som hatar kvinnoræ            ,88,76,75,690,0,,,94,8.1,,22,335
Light It Upæ,99,7,730,3000,3,13000000,1999,1000,6,1.85,251,3116
54æ,121,15,812,4000,4,13000000,1998,957,5.8,1.85,0,27675
Bubble Boyæ,84,2,690,15000,0,13000000,2001,816,5.6,2.35,0,25541
Birthday Girlæ,93,16,258,567,1,13000000,2001,326,6.1,2.35,618,21530
21 & Overæ,93,24,499,552,0,13000000,2013,528,5.9,2.35,11000,60407
"Paris, je t'aimeæ",120,107,280,12000,0,13000000,2006,530,7.3,1.85,0,63084
Resurrecting the Champæ,112,37,548,748,1,13000000,2007,573,6.8,2.35,689,18442
Admissionæ,107,80,252,2000,2,13000000,2013,257,5.7,2.35,5000,28573
The Widow of Saint-Pierreæ,112,83,8,2000,1,100000000,2000,370,7.3,2.35,186,4767
Chloeæ,96,460,73,14000,2,11000000,2009,153,6.3,1.85,0,56264
Faithfulæ,91,150,150,979,3,13000000,1996,385,5.9,1.85,69,1595
Brothersæ,105,260,1000,20000,0,26000000,2009,15000,7.1,2.35,10000,88037
Find Me Guiltyæ,125,0,968,22000,2,13000000,2006,14000,7.1,1.85,0,28068
The Perks of Being a Wallfloweræ,102,139,850,8000,2,13000000,2012,3000,8,1.85,131000,351274
Excessive Forceæ,87,29,147,683,1,3000000,1993,155,5.1,1.85,107,922
Infamousæ,118,41,442,2000,4,13000000,2006,812,7.1,1.85,0,14143
The Claimæ,115,187,887,14000,4,20000000,2000,900,6.5,2.35,141,5254
The Vatican Tapesæ,91,83,794,3000,0,8495000,2015,1000,4.5,1.85,0,7199
Attack the Blockæ,88,115,304,1000,6,13000000,2011,305,6.6,2.35,18000,82331
In the Land of Blood and Honeyæ,127,11000,116,306,0,13000000,2011,164,4.3,2.35,0,31414
The Callæ,94,122,383,873,0,13000000,2013,461,6.7,1.85,23000,88241
Operation Chromiteæ,115,32,29,14000,1,12620000,2016,81,6.8,,139,90
The Crocodile Hunter: Collision Courseæ,90,0,234,477,0,13000000,2002,238,5.4,2.35,332,5663
I Love You Phillip Morrisæ,102,43,113,170,0,13000000,2009,157,6.6,1.85,11000,77305
Quest for Fireæ,100,218,91,581,0,12500000,1981,201,7.4,2.35,0,16281
Antwone Fisheræ,117,18000,543,18000,0,12500000,2002,638,7.3,2.35,0,26493
The Emperor's Clubæ,109,97,355,13000,1,12500000,2002,795,6.9,1.85,0,14354
True Romanceæ,121,12000,975,11000,3,13000000,1993,10000,8,2.35,15000,163492
Wombæ,111,28,1000,6000,1,3660000,2010,2000,6.4,2.35,0,9957
Glengarry Glen Rossæ,100,164,99,18000,1,12500000,1992,14000,7.8,2.35,0,75675
The Killer Inside Meæ,109,187,204,818,0,13000000,2010,467,6.1,2.35,0,28483
Cat Peopleæ,93,261,697,783,1,18000000,1982,782,6.1,1.85,0,14193
Sorority Rowæ,101,10,472,1000,2,16000000,2009,668,5.1,2.35,0,24012
The Prisoner of Zendaæ,101,19,135,490,2,,1937,185,7.8,1.37,337,3256
Lars and the Real Girlæ,106,44,552,33000,1,12000000,2007,730,7.4,1.85,19000,114762
The Boy in the Striped Pajamasæ,94,39,18,77,0,12500000,2008,32,7.8,1.85,38000,132386
Dancer in the Darkæ,140,3000,322,963,0,12800000,2000,595,8,2.35,0,79330
Oscar and Lucindaæ,132,44,241,1000,2,16000000,1997,653,6.7,2.35,329,5648
The Funeralæ,99,220,599,812,3,12500000,1996,787,6.6,1.85,344,6921
Solitary Manæ,90,34,506,966,7,15000000,2009,681,6.4,1.85,0,13371
Macheteæ,105,20,844,22000,1,10500000,2010,982,6.7,1.85,44000,165792
Casino Jackæ,108,60,168,18000,5,15000000,2010,322,6.2,2.35,0,14757
The Land Before Timeæ,69,383,191,912,0,12500000,1988,320,7.3,1.33,5000,61753
Tae Guk Gi: The Brotherhood of Waræ,148,16,489,717,2,12800000,2004,517,8.1,2.35,0,31943
The Perfect Gameæ,118,50,655,968,0,12500000,2009,844,7,2.35,0,2676
The Exorcistæ,132,607,259,1000,0,8000000,1973,931,8,1.37,18000,284252
Jawsæ,130,14000,366,813,0,8000000,1975,559,8,2.35,21000,412454
American Pieæ,95,80,1000,3000,6,11000000,1999,1000,7,1.85,0,315549
Ernest & Celestineæ,80,2,186,6000,0,9600000,2012,637,7.9,1.85,0,12029
The Golden Childæ,94,23,148,400,1,25000000,1986,255,5.9,1.85,0,39798
Think Like a Manæ,122,167,807,997,8,12000000,2012,966,6.6,2.35,0,34579
Barbershopæ,102,167,436,656,0,12000000,2002,528,6.3,1.85,770,22147
Star Trek II: The Wrath of Khanæ,116,120,664,12000,2,11000000,1982,980,7.7,2.35,0,91414
Ace Ventura: Pet Detectiveæ,78,293,567,759,1,12000000,1994,595,6.9,1.85,0,216486
WarGamesæ,114,139,793,2000,0,12000000,1983,883,7.1,1.85,0,71842
Witnessæ,112,608,733,11000,1,12000000,1985,10000,7.4,1.85,0,66966
Act of Valoræ,110,16,11,93,0,12000000,2012,17,6.5,2.35,15000,57996
Step Upæ,104,98,920,17000,0,12000000,2006,2000,6.5,2.35,0,90938
Beavis and Butt-Head Do Americaæ,81,406,616,13000,0,12000000,1996,2000,6.8,1.85,0,42892
Jackie Brownæ,154,16000,889,22000,5,12000000,1997,1000,7.5,1.85,0,239540
Harold & Kumar Escape from Guantanamo Bayæ,102,22,816,1000,2,12000000,2008,954,6.6,1.85,0,113918
Chronicleæ,89,128,371,963,0,12000000,2012,465,7.1,1.85,32000,204327
Yentlæ,132,0,122,405,1,12000000,1983,194,6.6,1.85,0,9503
Time Banditsæ,103,0,504,629,0,5000000,1981,561,7,1.85,0,45890
Crossroadsæ,93,33,135,1000,1,12000000,2002,188,3.3,1.85,0,34219
Project Xæ,93,166,281,971,0,12000000,2012,329,6.7,1.85,29000,157051
Pattonæ,172,76,78,654,0,12000000,1970,416,8,2.2,0,76398
One Hour Photoæ,96,132,933,49000,0,12000000,2002,989,6.8,1.85,0,97938
Quarantineæ,89,66,1000,137000,0,12000000,2008,1000,6,1.85,0,57446
The Eyeæ,92,0,451,17000,1,12000000,2008,527,5.4,2.35,0,44130
Johnson Family Vacationæ,97,4,826,1000,5,12000000,2004,1000,4.3,2.35,243,5928
How Highæ,93,58,722,995,2,12000000,2001,729,6.2,1.85,0,42644
The Muppet Christmas Carolæ,89,53,84,227,0,12000000,1992,94,7.7,1.85,0,33850
Casino Royaleæ,144,258,834,6000,1,150000000,2006,1000,8,2.35,0,470501
Fridaæ,123,278,898,4000,0,12000000,2002,1000,7.4,1.85,0,61651
Katy Perry: Part of Meæ,93,4,8,28,0,12000000,2012,9,5.9,1.85,0,12383
The Fault in Our Starsæ,133,131,733,8000,0,12000000,2014,1000,7.8,1.85,93000,249688
Roundersæ,121,131,599,13000,2,12000000,1998,940,7.4,2.35,0,121676
Top Fiveæ,102,0,555,3000,10,12000000,2014,966,6.5,2.35,0,21672
Prophecyæ,102,287,79,452,1,12000000,1979,122,5.4,2.35,902,3000
Stir of Echoesæ,99,192,282,347,0,12000000,1999,301,7,1.85,0,62468
Spartacus: War of the Damnedæ            ,55,,898,1000,2,,,939,8.6,16,31000,173172
Philomenaæ,98,350,322,1000,2,12000000,2013,482,7.6,1.85,37000,76094
